image,brightness,contrast,entropy,shadow_clip,highlight_clip,dynamic_range,raw_confidence,best_confidence,improvement,best_enhancement_before_threshold,selected_method
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\0756753c-decb-4344-892f-4677b8215f0f___GCREC_Bact.Sp 5778.JPG,0.4526183009147644,0.1450534164905548,0.8847129940986633,4.57763671875e-05,0.0,0.46274513006210327,0.9997484087944031,0.9999423027038574,0.0001938939094543457,hist_eq,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\07957e12-d57c-45db-9243-731dd6b8caaa___GCREC_Bact.Sp 5878.JPG,0.4208543598651886,0.12219838798046112,0.8550821542739868,0.0,0.0,0.3921568989753723,0.999998927116394,0.9999997615814209,8.344650268554688e-07,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\08b479e4-0063-41e5-b85d-279b9aedd38f___UF.GRC_BS_Lab Leaf 0485.JPG,0.5144407749176025,0.08531627058982849,0.7938051223754883,4.57763671875e-05,0.0,0.27450981736183167,0.9999954700469971,0.9999954700469971,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\08fd8d64-fdb3-49bb-93d9-6635ced701d4___UF.GRC_BS_Lab Leaf 0272.JPG,0.5021449327468872,0.11879808455705643,0.8121035695075989,3.0517578125e-05,0.0,0.3764705955982208,0.9999686479568481,0.9999686479568481,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\098b62a4-f92b-4c0d-9ab9-a6061a9d1625___GCREC_Bact.Sp 2955.JPG,0.46630334854125977,0.12200382351875305,0.8612960577011108,1.52587890625e-05,0.0,0.3803921639919281,0.9999977350234985,0.9999995231628418,1.7881393432617188e-06,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\09c1a12a-ad44-4522-9755-851d6a042f02___GCREC_Bact.Sp 5585.JPG,0.4157830476760864,0.14697742462158203,0.8836532235145569,3.0517578125e-05,0.0,0.458823561668396,0.9999949932098389,0.9999985694885254,3.5762786865234375e-06,hist_eq,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\09ebe433-a21f-4ffe-9954-e3ce4347143f___UF.GRC_BS_Lab Leaf 1084.JPG,0.4098432958126068,0.10705213993787766,0.8443136215209961,0.0,0.0,0.345098078250885,0.9971690773963928,0.9971690773963928,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\0ad88d7a-c14a-4ac9-8520-c11a0ade3a8f___UF.GRC_BS_Lab Leaf 0996.JPG,0.47309747338294983,0.12722709774971008,0.8463157415390015,0.0043792724609375,0.0,0.4274510145187378,0.9996907711029053,0.9999339580535889,0.00024318695068359375,hist_eq,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\0b37769a-a451-4507-a236-f46348e3a9ac___GCREC_Bact.Sp 3265.JPG,0.40904945135116577,0.12949955463409424,0.862468957901001,1.52587890625e-05,0.0,0.3921568989753723,0.9999972581863403,0.9999990463256836,1.7881393432617188e-06,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\0ce4dee0-2d0c-4c25-a9b2-4abc5f9083db___GCREC_Bact.Sp 3708.JPG,0.4772166609764099,0.12691079080104828,0.8662786483764648,0.0001068115234375,0.0,0.3843137323856354,0.9997593760490417,0.9999016523361206,0.00014227628707885742,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\0d56df83-84fb-4189-a5d2-3a6da18a224d___UF.GRC_BS_Lab Leaf 9029.JPG,0.4685552716255188,0.12579216063022614,0.843470573425293,0.0,0.0,0.38823533058166504,0.9999815225601196,0.9999815225601196,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\0db0e663-b580-45b3-bd20-bc8a7f3d8b34___GCREC_Bact.Sp 6189.JPG,0.4144213795661926,0.11797547340393066,0.8577334880828857,0.0,0.0,0.37352943420410156,0.04778383672237396,0.07525664567947388,0.027472808957099915,hist_eq,hist_eq
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\0de30b71-8bd0-4270-a65b-7ae8befdd765___GCREC_Bact.Sp 6360.JPG,0.43158993124961853,0.10670386999845505,0.8377020359039307,0.0,0.0,0.34117648005485535,0.9999998807907104,1.0,1.1920928955078125e-07,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\0e16b13c-0308-4199-a823-c6c2ab944023___GCREC_Bact.Sp 3068.JPG,0.44760462641716003,0.10637473315000534,0.8365570306777954,0.0,0.0,0.33725491166114807,0.9999796152114868,0.999990701675415,1.1086463928222656e-05,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\0f81cc91-5b9b-4061-a127-74105ebbcccf___GCREC_Bact.Sp 6305.JPG,0.4026849567890167,0.1767977923154831,0.901901125907898,0.001617431640625,0.0,0.5254902243614197,0.9999984502792358,1.0,1.5497207641601562e-06,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\0fac0401-b9dc-49a0-9011-2cd3eb906107___GCREC_Bact.Sp 3144.JPG,0.42520278692245483,0.1358427256345749,0.8773590326309204,0.0,0.0,0.41960787773132324,1.0,1.0,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\0ff228a7-60f4-47f0-b1a3-96969a63105f___GCREC_Bact.Sp 6056.JPG,0.39326536655426025,0.1285085529088974,0.8655937314033508,3.0517578125e-05,0.0,0.3921568989753723,0.9999947547912598,0.9999994039535522,4.649162292480469e-06,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\10c418e8-59b3-4d9f-a22b-7762b538e758___UF.GRC_BS_Lab Leaf 0900.JPG,0.5254217386245728,0.07233984768390656,0.7703073024749756,0.0,0.0,0.2352941334247589,0.9999985694885254,0.9999986886978149,1.1920928955078125e-07,gamma_dark,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\1169b92d-a606-4560-ae1a-ceee401fc959___GCREC_Bact.Sp 3447.JPG,0.42799150943756104,0.1288655549287796,0.8491499423980713,0.0,0.0,0.3764706254005432,0.9999845027923584,0.9999963045120239,1.1801719665527344e-05,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\12159ce5-93ff-4ef3-b1ca-0bf130278818___GCREC_Bact.Sp 3565.JPG,0.4834359884262085,0.10441593825817108,0.8287802338600159,3.0517578125e-05,1.52587890625e-05,0.3450980484485626,0.9999895095825195,0.9999895095825195,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\122e4db5-bfc6-44b2-b7c5-bf05d040ca79___GCREC_Bact.Sp 5782.JPG,0.41316407918930054,0.15475036203861237,0.8677283525466919,6.103515625e-05,0.0,0.4431372880935669,0.9999864101409912,0.9999942779541016,7.867813110351562e-06,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\12cb9794-7459-488f-820e-f86a3d6b8a3a___GCREC_Bact.Sp 3119.JPG,0.48035332560539246,0.12470593303442001,0.8468061089515686,3.0517578125e-05,0.0,0.37254902720451355,0.9999998807907104,0.9999998807907104,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\12f5fc61-6113-4baa-b1d4-c619bc895323___GCREC_Bact.Sp 3262.JPG,0.40196630358695984,0.12528051435947418,0.8522310256958008,0.0,0.0,0.3803921937942505,0.9999915361404419,0.999992847442627,1.3113021850585938e-06,gamma_bright,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\1347d766-5747-4d71-b05f-0211e79930b4___GCREC_Bact.Sp 6227.JPG,0.43962615728378296,0.13089525699615479,0.8796436786651611,9.1552734375e-05,0.0,0.4392157196998596,1.0,1.0,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\144352ee-0f8d-44cc-9db1-c4f27eb5a00a___GCREC_Bact.Sp 3284.JPG,0.42731618881225586,0.114824578166008,0.8386313319206238,0.0,0.0,0.3490196168422699,1.0,1.0,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\14707115-d4c3-4e6b-9895-d1613116fd3f___GCREC_Bact.Sp 3490.JPG,0.3926510214805603,0.13974857330322266,0.866611897945404,0.000152587890625,0.0,0.41960787773132324,0.9999953508377075,0.9999953508377075,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\14d87e41-89b0-4872-aa2c-3a85de708d2a___UF.GRC_BS_Lab Leaf 8992.JPG,0.46957510709762573,0.07781422883272171,0.7914214134216309,3.0517578125e-05,0.0,0.250980406999588,0.9999544620513916,0.9999544620513916,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\1552a68d-efde-4536-b883-f6da947f5a33___GCREC_Bact.Sp 5583.JPG,0.42208921909332275,0.15825551748275757,0.8777520656585693,0.0001068115234375,0.0,0.46666669845581055,0.9999737739562988,0.9999955892562866,2.181529998779297e-05,hist_eq,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\176ee70d-778e-4f49-a761-67271feff912___GCREC_Bact.Sp 5976.JPG,0.41230031847953796,0.14945489168167114,0.8573523163795471,0.0,0.0,0.4235294461250305,0.9999998807907104,0.9999998807907104,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\18a58445-cf57-41cd-93f8-ebb9d5f66118___GCREC_Bact.Sp 6200.JPG,0.4407780170440674,0.16328877210617065,0.8963963985443115,1.52587890625e-05,0.0,0.4901961088180542,0.9989973902702332,0.9998149275779724,0.0008175373077392578,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\1917515d-7e2f-479c-afec-95b4d3ae07e8___GCREC_Bact.Sp 5607.JPG,0.4156185984611511,0.16352908313274384,0.8761881589889526,0.0001068115234375,0.0,0.4784314036369324,0.9999269247055054,0.9999922513961792,6.532669067382812e-05,hist_eq,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\195a20ea-ecf8-4611-ae53-ed76d8a522b7___GCREC_Bact.Sp 5791.JPG,0.42465609312057495,0.15111084282398224,0.8757630586624146,0.0,0.0,0.44705885648727417,0.9999998807907104,0.9999998807907104,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\1ac8d300-077c-43dc-8685-83ac695e07b4___GCREC_Bact.Sp 3672.JPG,0.4745959937572479,0.10139863938093185,0.8398047685623169,0.0,0.0,0.32549020648002625,0.9999998807907104,0.9999998807907104,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\1bddab06-9fb8-4727-8ea8-98e02a2fb178___GCREC_Bact.Sp 3237.JPG,0.44347289204597473,0.15265408158302307,0.8861487507820129,1.52587890625e-05,0.0,0.46274513006210327,0.9999959468841553,1.0,4.0531158447265625e-06,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\1c78d892-4190-488d-b8d3-cf1c63c658f0___GCREC_Bact.Sp 3006.JPG,0.4261057674884796,0.11523249745368958,0.8375539779663086,1.52587890625e-05,0.0,0.3450980484485626,0.9999783039093018,0.9999783039093018,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\1f8c98e1-b5ff-48eb-b676-7c51e99a1329___GCREC_Bact.Sp 5919.JPG,0.41270777583122253,0.14203716814517975,0.8875361680984497,0.0002593994140625,0.0,0.4431372880935669,0.999901294708252,0.999990701675415,8.940696716308594e-05,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\21833eb1-b84e-4471-816b-166e575ed0e7___GCREC_Bact.Sp 3244.JPG,0.47361260652542114,0.09618687629699707,0.8201873898506165,6.103515625e-05,0.0,0.32156863808631897,0.9994145631790161,0.9999927282333374,0.0005781650543212891,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\23cf28cd-1d94-4797-82ed-0f3c79a39200___GCREC_Bact.Sp 5702.JPG,0.4333251416683197,0.1808575540781021,0.899742066860199,0.001739501953125,0.0,0.5372549295425415,0.999988317489624,0.9999983310699463,1.0013580322265625e-05,hist_eq,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\23dc9572-9fab-4847-b1dd-9c63e9ee010b___GCREC_Bact.Sp 5811.JPG,0.38781535625457764,0.16119685769081116,0.864303469657898,0.0,0.0,0.46274513006210327,0.9999985694885254,0.9999997615814209,1.1920928955078125e-06,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\2622ba72-7a9b-4aa6-98c8-c35f2f186476___GCREC_Bact.Sp 5569.JPG,0.379825621843338,0.15316513180732727,0.8808432221412659,1.52587890625e-05,0.0,0.4941176772117615,0.9999984502792358,1.0,1.5497207641601562e-06,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\28557b27-1dce-4cd4-bed0-c4a84207d3e2___GCREC_Bact.Sp 6187.JPG,0.4356881380081177,0.13995108008384705,0.8763371706008911,9.1552734375e-05,0.0,0.4431372880935669,0.9999840259552002,0.9999840259552002,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\2f9cc9b4-9244-4043-b786-25be4b3e4063___UF.GRC_BS_Lab Leaf 9032.JPG,0.5687993764877319,0.0890297070145607,0.80312180519104,0.0,0.0,0.26274511218070984,0.9997467398643494,0.9997467398643494,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\305f208d-466d-464e-ad05-9b864dea3316___GCREC_Bact.Sp 6217.JPG,0.39565879106521606,0.15809977054595947,0.8982673287391663,4.57763671875e-05,0.0,0.4862745404243469,0.9993883371353149,0.9998364448547363,0.0004481077194213867,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\30caf9f1-d21d-449a-a534-e29316b7a020___GCREC_Bact.Sp 5876.JPG,0.37203991413116455,0.15263934433460236,0.8756606578826904,3.0517578125e-05,0.0,0.458823561668396,0.9999829530715942,0.999996542930603,1.3589859008789062e-05,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\31549f17-8b3c-4a16-9775-d3c50db39fb8___GCREC_Bact.Sp 5968.JPG,0.4258144795894623,0.12957821786403656,0.861062228679657,0.0,0.0,0.3960784673690796,0.9999951124191284,0.9999954700469971,3.5762786865234375e-07,gamma_bright,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\3156f2fa-aa71-4759-8af0-960188c68519___GCREC_Bact.Sp 3235.JPG,0.45031970739364624,0.1484772264957428,0.8693881034851074,3.0517578125e-05,0.0,0.43529415130615234,0.9999599456787109,0.9999995231628418,3.9577484130859375e-05,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\32eaa2ed-a83a-431b-8104-4143c39f390f___GCREC_Bact.Sp 3624.JPG,0.3719572424888611,0.11594632267951965,0.8442972898483276,0.00018310546875,0.0,0.35686278343200684,0.9998470544815063,0.9999037981033325,5.6743621826171875e-05,gamma_bright,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\349e804d-2b74-4d13-8a4f-fc433b0f7d54___GCREC_Bact.Sp 3566.JPG,0.5211813449859619,0.08832091093063354,0.8080920577049255,0.0,0.0,0.2705882489681244,0.9999498128890991,0.9999597072601318,9.894371032714844e-06,gamma_dark,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\34ac5364-da6b-4a03-a37f-44fd1ad2144a___GCREC_Bact.Sp 2957.JPG,0.46242040395736694,0.11599182337522507,0.8532052040100098,1.52587890625e-05,0.0,0.364705890417099,0.9999986886978149,0.9999996423721313,9.5367431640625e-07,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\350e646b-1a06-440c-92c1-58dd4f287743___GCREC_Bact.Sp 5877.JPG,0.4108146131038666,0.15443624556064606,0.8810222148895264,0.0001373291015625,0.0,0.458823561668396,0.9997685551643372,0.9999773502349854,0.00020879507064819336,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\360c7149-e544-48d4-bed2-2b03a10cbfe4___GCREC_Bact.Sp 2988.JPG,0.43390893936157227,0.12523920834064484,0.8634577393531799,4.57763671875e-05,0.0,0.40000003576278687,0.9999997615814209,1.0,2.384185791015625e-07,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\369f1de1-1e18-435f-87f1-67b5ed852a0a___UF.GRC_BS_Lab Leaf 9030.JPG,0.39729613065719604,0.08971843868494034,0.8140377402305603,0.0,0.0,0.2980392575263977,0.9999980926513672,0.9999980926513672,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\389409f8-30ae-46b3-960f-7b4936fc8ca5___GCREC_Bact.Sp 6021.JPG,0.4191756844520569,0.1389080435037613,0.8490808010101318,1.52587890625e-05,0.0,0.4117647409439087,0.9999915361404419,1.0,8.463859558105469e-06,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\3926a14d-ed26-4c2b-9dcc-a15370eae355___GCREC_Bact.Sp 5647.JPG,0.3857280910015106,0.18597352504730225,0.8805376291275024,0.0001678466796875,0.0,0.5176470875740051,0.9999983310699463,0.9999991655349731,8.344650268554688e-07,hist_eq,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\393946a5-3f5d-4ed3-af1f-fcb7647b369d___GCREC_Bact.Sp 6190.JPG,0.5236213207244873,0.17911463975906372,0.9048996567726135,0.0,0.0,0.5686274766921997,0.9978224039077759,0.9996435642242432,0.0018211603164672852,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\39585b95-2167-4dac-9993-f75aac8d38bc___GCREC_Bact.Sp 3538.JPG,0.42155754566192627,0.10932056605815887,0.8465023636817932,1.52587890625e-05,0.0,0.3490196466445923,0.9989732503890991,0.999958872795105,0.0009856224060058594,hist_eq,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\3a5a5fef-8a3a-4f70-ab85-eaf5e3ecf6f2___GCREC_Bact.Sp 3449.JPG,0.424325168132782,0.12745191156864166,0.8516682386398315,0.0,0.0,0.36862748861312866,0.9999957084655762,0.9999988079071045,3.0994415283203125e-06,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\3a8cc574-c2a6-4663-b1a0-7fa54b2b987d___GCREC_Bact.Sp 6358.JPG,0.4388399124145508,0.11873485893011093,0.855823278427124,1.52587890625e-05,0.0,0.3686274588108063,1.0,1.0,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\3ac48a7d-0d8d-455f-a777-0cc35ff7ddc4___UF.GRC_BS_Lab Leaf 0709.JPG,0.539199948310852,0.13345710933208466,0.8829046487808228,0.0005340576171875,1.52587890625e-05,0.4000000059604645,0.9920463562011719,0.9999947547912598,0.00794839859008789,hist_eq,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\3c7a5a88-18d4-4b74-ba9f-df25a5927c92___UF.GRC_BS_Lab Leaf 0371.JPG,0.5306613445281982,0.12306740880012512,0.8483651280403137,0.0,1.52587890625e-05,0.364705890417099,0.9999668598175049,0.9999960660934448,2.9206275939941406e-05,hist_eq,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\3d997709-70ca-4845-a4df-02995c20f5f0___GCREC_Bact.Sp 2987.JPG,0.4869992434978485,0.14104993641376495,0.8671354055404663,3.0517578125e-05,0.0,0.41960784792900085,0.9999964237213135,0.9999997615814209,3.337860107421875e-06,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\3e4ca861-5f1d-43c1-9b31-225455da4533___GCREC_Bact.Sp 3098.JPG,0.4533522129058838,0.12423602491617203,0.8500781059265137,1.52587890625e-05,0.0,0.37254902720451355,0.9999992847442627,1.0,7.152557373046875e-07,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\3f34d522-9184-4f1e-bfd9-93d0cb571a7d___GCREC_Bact.Sp 3069.JPG,0.44411706924438477,0.12540018558502197,0.8617229461669922,3.0517578125e-05,0.0,0.3921568989753723,0.9993706345558167,0.9998867511749268,0.0005161166191101074,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\3fa087fa-ee1e-4c2a-92da-66230e00ea44___UF.GRC_BS_Lab Leaf 0706.JPG,0.4780749976634979,0.18718856573104858,0.9154679775238037,0.0009765625,0.0,0.5411764979362488,0.9998082518577576,0.9999951124191284,0.0001868605613708496,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\3fb742ed-4a71-47d2-9c40-60768bc01cd4___GCREC_Bact.Sp 5977.JPG,0.3794952630996704,0.13692134618759155,0.8643860816955566,1.52587890625e-05,0.0,0.4392157196998596,1.0,1.0,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\40889410-0558-4ac6-a92c-7b715a603329___GCREC_Bact.Sp 3847.JPG,0.40343940258026123,0.13011303544044495,0.8674331307411194,6.103515625e-05,0.0,0.4078431725502014,0.9999819993972778,0.9999957084655762,1.3709068298339844e-05,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\409570ee-0708-46a7-a65b-592a682cf3cc___GCREC_Bact.Sp 2986.JPG,0.44231054186820984,0.13696978986263275,0.8498532772064209,1.52587890625e-05,0.0,0.40392160415649414,0.9999998807907104,0.9999998807907104,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\40a87e9b-876d-4838-9cf4-1b1256080fad___GCREC_Bact.Sp 5932.JPG,0.4027542471885681,0.15982694923877716,0.8759360909461975,7.62939453125e-05,0.0,0.46274513006210327,0.9999997615814209,0.9999998807907104,1.1920928955078125e-07,clahe,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\41c2f403-dd59-43dc-9b36-f5e277954630___UF.GRC_BS_Lab Leaf 8986.JPG,0.4769296646118164,0.09750998020172119,0.8215126991271973,0.0,0.0,0.32156863808631897,0.9999972581863403,0.9999980926513672,8.344650268554688e-07,gamma_bright,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\4399f133-0078-4099-9ddb-605bbb84cf8c___GCREC_Bact.Sp 3216.JPG,0.3934522867202759,0.14127571880817413,0.8688862323760986,6.103515625e-05,0.0,0.43529415130615234,1.0,1.0,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\441dec39-f5c8-4885-b133-1db20ff1fd3b___GCREC_Bact.Sp 3487.JPG,0.4500322937965393,0.14121763408184052,0.8351126313209534,0.0,0.0,0.3960784375667572,1.0,1.0,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\443242bf-ad63-440d-89bd-cb11c2fc1e51___UF.GRC_BS_Lab Leaf 0874.JPG,0.5243008136749268,0.11375050991773605,0.8569817543029785,0.0001220703125,0.0002288818359375,0.35686275362968445,0.9999957084655762,0.9999957084655762,0.0,none,none
D:\BTECH\PlantDiseaseProject\dataset\val\Tomato___Bacterial_spot\4520a2cd-8c13-443a-a83e-8310fa9cb0d8___GCREC_Bact.Sp 6225.JPG,0.4603138566017151,0.1493670642375946,0.8767989873886108,3.0517578125e-05,0.0,0.458823561668396,0.9999983310699463,0.9999985694885254,2.384185791015625e-07,gamma_bright,none
